Company,Date,Close/Last,Volume,Open,High,Low
microsoft,05/29/2024,$429.17,15517130,$425.69,$430.94,$425.69
microsoft,05/28/2024,$430.32,15718020,$429.63,$430.82,$426.60
microsoft,05/24/2024,$430.16,11855290,$427.19,$431.055,$424.41
microsoft,05/23/2024,$427.00,17211690,$432.97,$433.60,$425.424
microsoft,05/22/2024,$430.52,18073700,$430.09,$432.41,$427.13
microsoft,05/21/2024,$429.04,21453260,$426.825,$432.97,$424.85
microsoft,05/20/2024,$425.34,16272140,$420.21,$426.77,$419.99
microsoft,05/17/2024,$420.21,15352240,$422.54,$422.92,$418.025
microsoft,05/16/2024,$420.99,17530050,$421.80,$425.42,$420.35
microsoft,05/15/2024,$423.08,22239530,$417.90,$423.81,$417.27
microsoft,05/14/2024,$416.56,15109310,$412.02,$417.49,$411.55
microsoft,05/13/2024,$413.72,15440230,$418.01,$418.348,$410.82
microsoft,05/10/2024,$414.74,13402280,$412.935,$415.38,$411.80
microsoft,05/09/2024,$412.32,14689730,$410.57,$412.72,$409.10
microsoft,05/08/2024,$410.54,11792310,$408.17,$412.23,$406.7132
microsoft,05/07/2024,$409.34,20018230,$414.66,$414.67,$409.09
microsoft,05/06/2024,$413.54,16996640,$408.76,$413.93,$406.3701
microsoft,05/03/2024,$406.66,17446720,$402.28,$407.15,$401.86
microsoft,05/02/2024,$397.84,17709360,$397.66,$399.93,$394.6515
microsoft,05/01/2024,$394.94,23562480,$392.61,$401.7199,$390.31
microsoft,04/30/2024,$389.33,28781370,$401.49,$402.16,$389.17
microsoft,04/29/2024,$402.25,19582090,$405.25,$406.32,$399.19
microsoft,04/26/2024,$406.32,29694650,$412.17,$413.00,$405.7601
microsoft,04/25/2024,$399.04,40586450,$394.03,$399.8899,$388.03
microsoft,04/24/2024,$409.06,15065330,$409.56,$412.47,$406.78
microsoft,04/23/2024,$407.57,15734500,$404.235,$408.20,$403.06
microsoft,04/22/2024,$400.96,20286880,$400.08,$402.85,$395.75
microsoft,04/19/2024,$399.12,30565790,$404.03,$405.48,$397.77
microsoft,04/18/2024,$404.27,21029920,$410.63,$411.89,$403.95
microsoft,04/17/2024,$411.84,15855490,$417.25,$418.88,$410.33
microsoft,04/16/2024,$414.58,16765620,$414.57,$418.40,$413.7301
microsoft,04/15/2024,$413.64,20273540,$426.60,$426.82,$413.43
microsoft,04/12/2024,$421.90,19253750,$424.05,$425.1794,$419.77
microsoft,04/11/2024,$427.93,17966420,$425.82,$429.37,$422.36
microsoft,04/10/2024,$423.26,16216580,$422.19,$424.03,$419.70
microsoft,04/09/2024,$426.28,12512290,$426.44,$427.74,$421.62
microsoft,04/08/2024,$424.59,14272390,$425.17,$427.28,$423.30
microsoft,04/05/2024,$425.52,16554760,$420.01,$426.51,$418.32
microsoft,04/04/2024,$417.88,19370880,$424.99,$428.67,$417.57
microsoft,04/03/2024,$420.45,16502260,$419.73,$423.26,$419.085
microsoft,04/02/2024,$421.44,17911990,$420.11,$422.38,$417.84
microsoft,04/01/2024,$424.57,16315960,$423.95,$427.89,$422.22
microsoft,03/28/2024,$420.72,21871160,$420.96,$421.87,$419.12
microsoft,03/27/2024,$421.43,16704980,$424.44,$424.45,$419.01
microsoft,03/26/2024,$421.65,16725650,$425.61,$425.99,$421.35
microsoft,03/25/2024,$422.86,18060450,$425.24,$427.41,$421.61
microsoft,03/22/2024,$428.74,17648470,$429.70,$429.86,$426.07
microsoft,03/21/2024,$429.37,21296220,$429.83,$430.82,$427.16
microsoft,03/20/2024,$425.23,17860090,$422.00,$425.96,$420.66
microsoft,03/19/2024,$421.41,19837920,$417.83,$421.6656,$415.55
microsoft,03/18/2024,$417.32,20105980,$414.25,$420.73,$413.78
microsoft,03/15/2024,$416.42,45079900,$419.29,$422.60,$412.79
microsoft,03/14/2024,$425.22,34157300,$420.24,$427.82,$417.99
microsoft,03/13/2024,$415.10,17115930,$418.10,$418.18,$411.45
microsoft,03/12/2024,$415.28,22457000,$407.62,$415.57,$406.79
microsoft,03/11/2024,$404.52,16120750,$403.762,$405.68,$401.26
microsoft,03/08/2024,$406.22,18002190,$407.96,$410.42,$404.33
microsoft,03/07/2024,$409.14,18718480,$406.12,$409.78,$402.24
microsoft,03/06/2024,$402.09,22344150,$402.97,$405.16,$398.39
microsoft,03/05/2024,$402.65,26919180,$413.96,$414.25,$400.64
microsoft,03/04/2024,$414.92,17595960,$413.44,$417.35,$412.32
microsoft,03/01/2024,$415.50,17823450,$411.27,$415.87,$410.88
microsoft,02/29/2024,$413.64,31947260,$408.64,$414.20,$405.92
microsoft,02/28/2024,$407.72,13183130,$408.175,$409.30,$405.3201
microsoft,02/27/2024,$407.48,14835830,$407.99,$408.32,$403.85
microsoft,02/26/2024,$407.54,16193510,$411.455,$412.16,$407.36
microsoft,02/23/2024,$410.34,16295880,$415.67,$415.86,$408.97
microsoft,02/22/2024,$411.65,27009870,$410.19,$412.83,$408.57
microsoft,02/21/2024,$402.18,18631070,$400.17,$402.29,$397.22
microsoft,02/20/2024,$402.79,24307920,$403.24,$404.49,$398.01
microsoft,02/16/2024,$404.06,22296500,$407.96,$408.29,$403.44
microsoft,02/15/2024,$406.56,21825530,$408.14,$409.13,$404.29
microsoft,02/14/2024,$409.49,20401190,$408.07,$409.84,$404.57
microsoft,02/13/2024,$406.32,27824940,$404.94,$410.071,$403.39
microsoft,02/12/2024,$415.26,21202920,$420.555,$420.74,$414.75
microsoft,02/09/2024,$420.55,22032840,$415.25,$420.82,$415.09
microsoft,02/08/2024,$414.11,21225260,$414.05,$415.56,$412.53
microsoft,02/07/2024,$414.05,22340530,$407.44,$414.30,$407.40
microsoft,02/06/2024,$405.49,18382620,$405.88,$407.97,$402.91
microsoft,02/05/2024,$405.65,25352290,$409.90,$411.16,$403.99
microsoft,02/02/2024,$411.22,28256670,$403.81,$412.65,$403.56
microsoft,02/01/2024,$403.78,30657730,$401.83,$408.00,$401.80
microsoft,01/31/2024,$397.58,47871100,$406.96,$415.32,$397.21
microsoft,01/30/2024,$408.59,33477610,$412.26,$413.05,$406.4501
microsoft,01/29/2024,$409.72,24510240,$406.06,$409.98,$404.33
microsoft,01/26/2024,$403.93,17803270,$404.37,$406.17,$402.43
microsoft,01/25/2024,$404.87,21021160,$404.32,$407.01,$402.5294
microsoft,01/24/2024,$402.56,24866950,$401.54,$405.63,$400.45
microsoft,01/23/2024,$398.90,20525880,$395.75,$399.38,$393.93
microsoft,01/22/2024,$396.51,27016900,$400.02,$400.62,$393.59
microsoft,01/19/2024,$398.67,29331140,$395.76,$398.67,$393.50
microsoft,01/18/2024,$393.87,23392070,$391.72,$393.99,$390.12
microsoft,01/17/2024,$389.47,22234110,$387.98,$390.11,$384.81
microsoft,01/16/2024,$390.27,27202270,$393.66,$394.03,$387.6229
microsoft,01/12/2024,$388.47,21661150,$385.49,$388.68,$384.65
microsoft,01/11/2024,$384.63,27850850,$386.00,$390.68,$380.38
microsoft,01/10/2024,$382.77,25514250,$376.37,$384.17,$376.32
microsoft,01/09/2024,$375.79,20829950,$372.01,$375.99,$371.19
microsoft,01/08/2024,$374.69,23133970,$369.30,$375.20,$369.01
microsoft,01/05/2024,$367.75,21004580,$368.97,$372.06,$366.50
microsoft,01/04/2024,$367.94,20901500,$370.665,$373.10,$367.17
microsoft,01/03/2024,$370.60,23083470,$369.01,$373.2562,$368.51
microsoft,01/02/2024,$370.87,25258630,$373.86,$375.90,$366.771
microsoft,12/29/2023,$376.04,18730840,$376.00,$377.16,$373.48
microsoft,12/28/2023,$375.28,14327010,$375.37,$376.458,$374.16
microsoft,12/27/2023,$374.07,14905410,$373.69,$375.06,$372.8116
microsoft,12/26/2023,$374.66,12673050,$375.00,$376.94,$373.50
microsoft,12/22/2023,$374.58,17107480,$373.68,$375.18,$372.71
microsoft,12/21/2023,$373.54,17708010,$372.56,$374.41,$370.04
microsoft,12/20/2023,$370.62,26316650,$375.00,$376.03,$370.53
microsoft,12/19/2023,$373.26,20603660,$371.49,$373.26,$369.84
microsoft,12/18/2023,$372.65,21802880,$369.45,$373.00,$368.68
microsoft,12/15/2023,$370.73,78502320,$366.85,$372.40,$366.28
microsoft,12/14/2023,$365.93,43277460,$373.31,$373.76,$364.13
microsoft,12/13/2023,$374.37,30955530,$376.02,$377.6361,$370.77
microsoft,12/12/2023,$374.38,24838250,$370.85,$374.42,$370.46
microsoft,12/11/2023,$371.30,27708760,$368.48,$371.60,$366.10
microsoft,12/08/2023,$374.23,20154370,$369.20,$374.46,$368.23
microsoft,12/07/2023,$370.95,23118860,$368.23,$371.4527,$366.32
microsoft,12/06/2023,$368.80,21182070,$373.54,$374.18,$368.03
microsoft,12/05/2023,$372.52,23065040,$366.45,$373.075,$365.621
microsoft,12/04/2023,$369.14,32063310,$369.10,$369.52,$362.90
microsoft,12/01/2023,$374.51,33040470,$376.76,$378.16,$371.31
microsoft,11/30/2023,$378.91,30554420,$378.49,$380.09,$375.47
microsoft,11/29/2023,$378.85,28963400,$383.76,$384.30,$377.44
microsoft,11/28/2023,$382.70,20453110,$378.35,$383.00,$378.16
microsoft,11/27/2023,$378.61,22179230,$376.78,$380.64,$376.20
microsoft,11/24/2023,$377.43,10176650,$377.33,$377.97,$375.135
microsoft,11/22/2023,$377.85,23361180,$378.00,$379.7899,$374.965
microsoft,11/21/2023,$373.07,28423150,$375.67,$376.2215,$371.12
microsoft,11/20/2023,$377.44,52528960,$371.22,$378.87,$371.00
microsoft,11/17/2023,$369.85,40325370,$373.61,$374.37,$367.00
microsoft,11/16/2023,$376.17,27182320,$370.96,$376.35,$370.18
microsoft,11/15/2023,$369.67,26860100,$371.28,$373.13,$367.11
microsoft,11/14/2023,$370.27,27683860,$371.01,$371.95,$367.3454
microsoft,11/13/2023,$366.68,19986510,$368.22,$368.47,$365.90
microsoft,11/10/2023,$369.67,28065160,$361.49,$370.10,$361.07
microsoft,11/09/2023,$360.69,24847330,$362.30,$364.79,$360.362
microsoft,11/08/2023,$363.20,26767830,$361.68,$363.87,$360.55
microsoft,11/07/2023,$360.53,25833930,$359.40,$362.46,$357.63
microsoft,11/06/2023,$356.53,23828300,$353.45,$357.54,$353.35
microsoft,11/03/2023,$352.80,23637670,$349.63,$354.39,$347.33
microsoft,11/02/2023,$348.32,24348070,$347.24,$348.83,$344.77
microsoft,11/01/2023,$346.07,28158820,$339.79,$347.42,$339.65
microsoft,10/31/2023,$338.11,20265280,$338.85,$339.00,$334.69
microsoft,10/30/2023,$337.31,22828080,$333.41,$339.45,$331.83
microsoft,10/27/2023,$329.81,29856520,$330.425,$336.72,$328.4007
microsoft,10/26/2023,$327.89,37828540,$340.54,$341.63,$326.94
microsoft,10/25/2023,$340.67,55053830,$345.02,$346.20,$337.62
microsoft,10/24/2023,$330.53,31153570,$331.30,$331.84,$327.60
microsoft,10/23/2023,$329.32,24374750,$325.47,$332.725,$324.39
microsoft,10/20/2023,$326.67,25027720,$331.72,$331.92,$325.45
microsoft,10/19/2023,$331.32,25052070,$332.15,$336.88,$330.91
microsoft,10/18/2023,$330.11,23153600,$332.49,$335.59,$328.30
microsoft,10/17/2023,$332.06,18338520,$329.59,$333.46,$327.41
microsoft,10/16/2023,$332.64,22158050,$331.05,$336.14,$330.60
microsoft,10/13/2023,$327.73,21085700,$332.38,$333.83,$326.36
microsoft,10/12/2023,$331.16,19313100,$330.565,$333.6299,$328.72
microsoft,10/11/2023,$332.42,20063250,$331.21,$332.82,$329.14
microsoft,10/10/2023,$328.39,20557090,$330.96,$331.10,$327.67
microsoft,10/09/2023,$329.82,19891180,$324.75,$330.30,$323.18
microsoft,10/06/2023,$327.26,25673630,$316.55,$329.19,$316.30
microsoft,10/05/2023,$319.36,16965630,$319.09,$319.98,$314.90
microsoft,10/04/2023,$318.955,20720140,$314.03,$320.04,$314.00
microsoft,10/03/2023,$313.39,21033490,$320.83,$321.39,$311.215
microsoft,10/02/2023,$321.80,20570010,$316.28,$321.888,$315.18
microsoft,09/29/2023,$315.75,24147300,$317.75,$319.47,$314.98
microsoft,09/28/2023,$313.64,19683560,$310.99,$315.48,$309.45
microsoft,09/27/2023,$312.79,19410080,$312.30,$314.299,$309.69
microsoft,09/26/2023,$312.14,26297570,$315.13,$315.88,$310.02
microsoft,09/25/2023,$317.54,17835960,$316.59,$317.67,$315.00
microsoft,09/22/2023,$317.01,21447890,$321.32,$321.45,$316.15
microsoft,09/21/2023,$319.53,35560360,$319.26,$325.3499,$315.00
microsoft,09/20/2023,$320.77,21436530,$329.51,$329.59,$320.51
microsoft,09/19/2023,$328.65,16514490,$326.17,$329.39,$324.51
microsoft,09/18/2023,$329.06,16834210,$327.80,$330.40,$326.36
microsoft,09/15/2023,$330.22,37679790,$336.92,$337.3975,$329.65
microsoft,09/14/2023,$338.70,20267050,$339.148,$340.86,$336.57
microsoft,09/13/2023,$336.06,16544410,$331.31,$336.85,$331.17
microsoft,09/12/2023,$331.77,17565480,$335.815,$336.79,$331.48
microsoft,09/11/2023,$337.94,16583320,$337.24,$338.42,$335.43
microsoft,09/08/2023,$334.27,19548170,$330.09,$336.16,$329.46
microsoft,09/07/2023,$329.91,18381000,$331.29,$333.08,$329.03
microsoft,09/06/2023,$332.88,17535770,$333.38,$334.46,$330.18
microsoft,09/05/2023,$333.55,18553860,$329.00,$334.85,$328.66
microsoft,09/01/2023,$328.66,14942020,$331.31,$331.99,$326.78
microsoft,08/31/2023,$327.76,26410950,$329.20,$330.9099,$326.78
microsoft,08/30/2023,$328.79,15222110,$328.67,$329.81,$326.445
microsoft,08/29/2023,$328.41,19284590,$321.88,$328.9835,$321.88
microsoft,08/28/2023,$323.70,14808480,$325.66,$326.15,$321.722
microsoft,08/25/2023,$322.98,21684100,$321.47,$325.36,$318.8001
microsoft,08/24/2023,$319.97,23281430,$332.85,$332.98,$319.96
microsoft,08/23/2023,$327.00,21166380,$323.82,$329.20,$323.46
microsoft,08/22/2023,$322.46,16102020,$325.50,$326.075,$321.46
microsoft,08/21/2023,$321.88,24039960,$317.93,$322.77,$317.04
microsoft,08/18/2023,$316.48,24755010,$314.49,$318.38,$311.5508
microsoft,08/17/2023,$316.88,21257160,$320.54,$321.87,$316.21
microsoft,08/16/2023,$320.40,20698860,$320.80,$324.42,$319.8035
microsoft,08/15/2023,$321.86,16966290,$323.00,$325.09,$320.9034
microsoft,08/14/2023,$324.04,18836140,$321.39,$324.06,$320.08
microsoft,08/11/2023,$321.01,24355490,$320.26,$322.41,$319.21
microsoft,08/10/2023,$322.93,20113730,$326.015,$328.26,$321.18
microsoft,08/09/2023,$322.23,22373270,$326.47,$327.11,$321.0499
microsoft,08/08/2023,$326.05,22327570,$326.96,$328.75,$323.00
microsoft,08/07/2023,$330.11,17741530,$328.37,$331.11,$327.52
microsoft,08/04/2023,$327.78,23741480,$331.88,$335.14,$327.24
microsoft,08/03/2023,$326.66,18360350,$326.00,$329.88,$325.95
microsoft,08/02/2023,$327.50,27761260,$333.63,$333.63,$326.3551
microsoft,08/01/2023,$336.34,18381250,$335.19,$338.54,$333.70
microsoft,07/31/2023,$335.92,25446020,$336.92,$337.695,$333.36
microsoft,07/28/2023,$338.37,28484870,$333.67,$340.01,$333.17
microsoft,07/27/2023,$330.72,39635260,$340.48,$341.33,$329.05
microsoft,07/26/2023,$337.77,58383700,$341.44,$344.67,$333.11
microsoft,07/25/2023,$350.98,41637740,$347.11,$351.89,$345.07
microsoft,07/24/2023,$345.11,26719210,$345.85,$346.92,$342.31
microsoft,07/21/2023,$343.77,69405380,$349.15,$350.30,$339.83
microsoft,07/20/2023,$346.87,33778400,$353.57,$357.97,$345.37
microsoft,07/19/2023,$355.08,39732900,$361.75,$362.46,$352.435
microsoft,07/18/2023,$359.49,64872710,$345.83,$366.78,$342.17
microsoft,07/17/2023,$345.73,20363930,$345.678,$346.99,$342.20
microsoft,07/14/2023,$345.24,28352730,$347.59,$351.43,$344.31
microsoft,07/13/2023,$342.66,20567160,$339.56,$343.74,$339.02
microsoft,07/12/2023,$337.20,29995260,$336.60,$341.652,$335.67
microsoft,07/11/2023,$332.47,26698220,$331.06,$332.86,$327.00
microsoft,07/10/2023,$331.83,32791450,$334.60,$335.23,$327.59
microsoft,07/07/2023,$337.22,21214820,$339.32,$341.79,$337.00
microsoft,07/06/2023,$341.27,28195530,$337.30,$342.99,$335.50
microsoft,07/05/2023,$338.15,18172380,$335.09,$341.65,$334.7276
microsoft,07/03/2023,$337.99,12484240,$339.19,$340.90,$336.571
microsoft,06/30/2023,$340.54,26832760,$337.75,$342.73,$337.20
microsoft,06/29/2023,$335.05,16997040,$334.71,$336.11,$332.62
microsoft,06/28/2023,$335.85,20259520,$334.66,$337.98,$333.81
microsoft,06/27/2023,$334.57,24354110,$331.86,$336.15,$329.30
microsoft,06/26/2023,$328.60,21520580,$333.72,$336.11,$328.49
microsoft,06/23/2023,$335.02,23146900,$334.36,$337.96,$333.45
microsoft,06/22/2023,$339.71,23556760,$334.12,$340.12,$333.34
microsoft,06/21/2023,$333.56,25117800,$336.37,$337.73,$332.07
microsoft,06/20/2023,$338.05,26375410,$339.31,$342.08,$335.86
microsoft,06/16/2023,$342.33,46551990,$351.32,$351.47,$341.95
microsoft,06/15/2023,$348.10,38899080,$337.48,$349.84,$337.20
microsoft,06/14/2023,$337.34,26003790,$334.34,$339.04,$332.81
microsoft,06/13/2023,$334.29,22951280,$334.465,$336.98,$330.39
microsoft,06/12/2023,$331.85,24306750,$328.58,$332.0999,$325.16
microsoft,06/09/2023,$326.79,22528950,$324.99,$329.99,$324.41
microsoft,06/08/2023,$325.26,23277710,$323.935,$326.64,$323.35
microsoft,06/07/2023,$323.38,40717130,$331.65,$334.49,$322.50
microsoft,06/06/2023,$333.68,20396220,$335.33,$335.37,$332.17
microsoft,06/05/2023,$335.94,21307050,$335.22,$338.5599,$334.6601
microsoft,06/02/2023,$335.40,25873770,$334.247,$337.50,$332.55
microsoft,06/01/2023,$332.58,26773850,$325.93,$333.53,$324.72
microsoft,05/31/2023,$328.39,45950550,$332.29,$335.94,$327.33
microsoft,05/30/2023,$331.21,29503070,$335.23,$335.74,$330.52
microsoft,05/26/2023,$332.89,36630630,$324.02,$333.40,$323.88
microsoft,05/25/2023,$325.92,43301740,$323.24,$326.90,$320.00
microsoft,05/24/2023,$313.85,23384890,$314.73,$316.50,$312.61
microsoft,05/23/2023,$315.26,30797170,$320.03,$322.72,$315.25
microsoft,05/22/2023,$321.18,24115660,$318.60,$322.59,$318.01
microsoft,05/19/2023,$318.34,27546700,$316.74,$318.75,$316.37
microsoft,05/18/2023,$318.52,27275990,$314.53,$319.04,$313.72
microsoft,05/17/2023,$314.00,24315010,$312.29,$314.43,$310.74
microsoft,05/16/2023,$311.74,26730350,$309.83,$313.71,$309.83
microsoft,05/15/2023,$309.46,16336550,$309.095,$309.905,$307.59
microsoft,05/12/2023,$308.97,19774700,$310.55,$310.65,$306.60
microsoft,05/11/2023,$310.11,31680180,$310.10,$311.12,$306.2601
microsoft,05/10/2023,$312.31,30078040,$308.62,$313.00,$307.67
microsoft,05/09/2023,$307.00,21340830,$308.00,$310.04,$306.31
microsoft,05/08/2023,$308.65,21318610,$310.13,$310.20,$306.09
microsoft,05/05/2023,$310.65,28197050,$305.72,$311.97,$304.27
microsoft,05/04/2023,$305.41,22519910,$306.24,$307.7626,$303.40
microsoft,05/03/2023,$304.40,22360750,$306.62,$308.61,$304.09
microsoft,05/02/2023,$305.41,26404430,$307.76,$309.18,$303.91
microsoft,05/01/2023,$305.56,21294120,$306.97,$308.60,$305.15
microsoft,04/28/2023,$307.26,36469610,$304.01,$308.93,$303.31
microsoft,04/27/2023,$304.83,46462640,$295.97,$305.20,$295.25
microsoft,04/26/2023,$295.37,64599180,$296.70,$299.57,$292.73
microsoft,04/25/2023,$275.42,45772240,$279.51,$281.60,$275.37
microsoft,04/24/2023,$281.77,26611010,$282.09,$284.95,$278.72
microsoft,04/21/2023,$285.76,21676390,$285.01,$286.27,$283.0608
microsoft,04/20/2023,$286.11,23244360,$285.25,$289.03,$285.08
microsoft,04/19/2023,$288.45,17150270,$285.99,$289.05,$284.54
microsoft,04/18/2023,$288.37,20161850,$291.57,$291.755,$287.01
microsoft,04/17/2023,$288.80,23836220,$289.93,$291.60,$286.16
microsoft,04/14/2023,$286.14,20987920,$287.00,$288.48,$283.69
microsoft,04/13/2023,$289.84,24222680,$283.59,$289.90,$283.17
microsoft,04/12/2023,$283.49,27403430,$284.79,$287.01,$281.96
microsoft,04/11/2023,$282.83,27276590,$285.75,$285.98,$281.64
microsoft,04/10/2023,$289.39,23102990,$289.208,$289.60,$284.71
microsoft,04/06/2023,$291.60,29770330,$283.21,$292.08,$282.03
microsoft,04/05/2023,$284.34,22064770,$285.85,$287.15,$282.92
microsoft,04/04/2023,$287.18,25824300,$287.23,$290.4499,$285.67
microsoft,04/03/2023,$287.23,24883340,$286.52,$288.27,$283.95
microsoft,03/31/2023,$288.30,32765980,$283.73,$289.27,$283.00
microsoft,03/30/2023,$284.05,25053410,$284.23,$284.46,$281.48
microsoft,03/29/2023,$280.51,25087030,$278.96,$281.1398,$278.41
microsoft,03/28/2023,$275.23,21878650,$275.79,$276.14,$272.0451
microsoft,03/27/2023,$276.38,26840210,$280.50,$281.4589,$275.52
microsoft,03/24/2023,$280.57,28199960,$277.24,$280.63,$275.28
microsoft,03/23/2023,$277.66,36610880,$277.94,$281.06,$275.20
microsoft,03/22/2023,$272.29,34873330,$273.40,$281.04,$272.18
microsoft,03/21/2023,$273.78,34558700,$274.88,$275.00,$269.5191
microsoft,03/20/2023,$272.23,43466650,$276.98,$277.48,$269.85
microsoft,03/17/2023,$279.43,69527370,$278.26,$283.33,$276.3201
microsoft,03/16/2023,$276.20,54832140,$265.205,$276.56,$263.28
microsoft,03/15/2023,$265.44,46028050,$259.98,$266.48,$259.21
microsoft,03/14/2023,$260.79,33620290,$256.75,$261.07,$255.86
microsoft,03/13/2023,$253.92,33339720,$247.40,$257.91,$245.73
microsoft,03/10/2023,$248.59,28333930,$251.08,$252.79,$247.60
microsoft,03/09/2023,$252.32,26653390,$255.82,$259.56,$251.58
microsoft,03/08/2023,$253.70,17340220,$254.04,$254.5417,$250.81
microsoft,03/07/2023,$254.15,21473180,$256.30,$257.69,$253.39
microsoft,03/06/2023,$256.87,24109850,$256.425,$260.12,$255.98
microsoft,03/03/2023,$255.29,30760140,$252.19,$255.62,$251.39
microsoft,03/02/2023,$251.11,24833650,$246.55,$251.40,$245.61
microsoft,03/01/2023,$246.27,27565260,$250.76,$250.93,$245.79
microsoft,02/28/2023,$249.42,22490950,$249.07,$251.49,$248.73
microsoft,02/27/2023,$250.16,21190040,$252.46,$252.82,$249.39
microsoft,02/24/2023,$249.22,24990910,$249.96,$251.00,$248.10
microsoft,02/23/2023,$254.77,29219100,$255.56,$256.84,$250.48
microsoft,02/22/2023,$251.51,22491060,$254.09,$254.34,$250.34
microsoft,02/21/2023,$252.67,28397440,$254.48,$255.49,$251.59
microsoft,02/17/2023,$258.06,30000060,$259.39,$260.09,$256.00
microsoft,02/16/2023,$262.15,29603620,$264.02,$266.74,$261.90
microsoft,02/15/2023,$269.32,28962160,$268.32,$270.73,$266.18
microsoft,02/14/2023,$272.17,37047920,$272.67,$274.97,$269.28
microsoft,02/13/2023,$271.32,44630920,$267.64,$274.60,$267.15
microsoft,02/10/2023,$263.10,25818490,$261.53,$264.09,$260.662
microsoft,02/09/2023,$263.62,42375100,$273.80,$273.98,$262.80
microsoft,02/08/2023,$266.73,54686050,$273.20,$276.76,$266.21
microsoft,02/07/2023,$267.56,50841370,$260.53,$268.775,$260.08
microsoft,02/06/2023,$256.77,22518000,$257.44,$258.30,$254.78
microsoft,02/03/2023,$258.35,29077260,$259.542,$264.20,$257.10
microsoft,02/02/2023,$264.60,39940440,$258.82,$264.69,$257.25
microsoft,02/01/2023,$252.75,31259910,$248.00,$255.18,$245.47
microsoft,01/31/2023,$247.81,26541070,$243.45,$247.95,$242.945
microsoft,01/30/2023,$242.71,25867370,$244.51,$245.60,$242.20
microsoft,01/27/2023,$248.16,26498940,$248.99,$249.83,$246.83
microsoft,01/26/2023,$248.00,33454490,$243.65,$248.31,$242.00
microsoft,01/25/2023,$240.61,66526640,$234.48,$243.30,$230.90
microsoft,01/24/2023,$242.04,40234440,$242.50,$243.95,$240.44
microsoft,01/23/2023,$242.58,31933950,$241.10,$245.165,$239.65
microsoft,01/20/2023,$240.22,35389810,$234.855,$240.74,$234.51
microsoft,01/19/2023,$231.93,28623030,$233.78,$235.52,$230.68
microsoft,01/18/2023,$235.81,30028690,$241.565,$242.38,$235.52
microsoft,01/17/2023,$240.35,29831260,$237.97,$240.91,$237.09
microsoft,01/13/2023,$239.23,21333270,$237.002,$239.37,$234.92
microsoft,01/12/2023,$238.51,27269490,$235.26,$239.90,$233.56
microsoft,01/11/2023,$235.77,28669330,$231.29,$235.95,$231.11
microsoft,01/10/2023,$228.85,27033880,$227.755,$231.31,$227.33
microsoft,01/09/2023,$227.12,27369780,$226.45,$231.2366,$226.41
microsoft,01/06/2023,$224.93,43613570,$223.00,$225.7601,$219.35
microsoft,01/05/2023,$222.31,39585620,$227.20,$227.55,$221.7602
microsoft,01/04/2023,$229.10,50623390,$232.275,$232.87,$225.96
microsoft,01/03/2023,$239.58,25740040,$243.08,$245.75,$237.40
microsoft,12/30/2022,$239.82,21938470,$238.21,$239.96,$236.66
microsoft,12/29/2022,$241.01,19770690,$235.65,$241.92,$235.65
microsoft,12/28/2022,$234.53,17457100,$236.89,$239.72,$234.17
microsoft,12/27/2022,$236.96,16688650,$238.70,$238.93,$235.83
microsoft,12/23/2022,$238.73,21206980,$236.11,$238.87,$233.9428
microsoft,12/22/2022,$238.19,28651660,$241.255,$241.99,$233.87
microsoft,12/21/2022,$244.43,23690610,$241.69,$245.615,$240.11
microsoft,12/20/2022,$241.80,25150800,$239.40,$242.91,$238.42
microsoft,12/19/2022,$240.45,29696440,$244.86,$245.21,$238.71
microsoft,12/16/2022,$244.69,86101990,$248.55,$249.84,$243.51
microsoft,12/15/2022,$249.01,35568090,$253.72,$254.20,$247.34
microsoft,12/14/2022,$257.22,35410930,$257.13,$262.588,$254.31
microsoft,12/13/2022,$256.92,42196880,$261.69,$263.915,$253.07
microsoft,12/12/2022,$252.51,30665070,$247.445,$252.54,$247.17
microsoft,12/09/2022,$245.42,20609740,$244.695,$248.31,$244.16
microsoft,12/08/2022,$247.40,22611760,$244.84,$248.74,$243.06
microsoft,12/07/2022,$244.37,20481520,$244.83,$246.16,$242.205
microsoft,12/06/2022,$245.12,22463730,$250.82,$251.86,$243.78
microsoft,12/05/2022,$250.20,23435290,$252.01,$253.819,$248.06
microsoft,12/02/2022,$255.02,21528520,$249.82,$256.06,$249.69
microsoft,12/01/2022,$254.69,26041520,$253.87,$256.12,$250.9156
microsoft,11/30/2022,$255.14,47594240,$240.57,$255.33,$239.86
microsoft,11/29/2022,$240.33,17956310,$241.40,$242.79,$238.21
microsoft,11/28/2022,$241.76,24810270,$246.08,$246.65,$240.80
microsoft,11/25/2022,$247.49,9200772,$247.31,$248.70,$246.73
microsoft,11/23/2022,$247.58,19508460,$245.105,$248.28,$244.27
microsoft,11/22/2022,$245.03,19665700,$243.59,$245.31,$240.71
microsoft,11/21/2022,$242.05,26394700,$241.43,$244.67,$241.19
microsoft,11/18/2022,$241.22,27613520,$243.51,$243.74,$239.03
microsoft,11/17/2022,$241.68,23123540,$237.78,$243.25,$237.63
microsoft,11/16/2022,$241.73,24093270,$242.79,$243.80,$240.42
microsoft,11/15/2022,$241.97,31390120,$245.66,$247.00,$240.03
microsoft,11/14/2022,$241.55,31123340,$241.985,$243.91,$239.21
